,Food Index,Nutrient Index,Amount,Food
14102,92305050,309,0.02,"Tea, made from powdered instant, decaffeinated, presweetened with sugar"
14103,92305050,404,0.0,"Tea, made from powdered instant, decaffeinated, presweetened with sugar"
14104,92305090,309,0.01,"Tea, made from powdered instant, presweetened with low calorie sweetener"
14105,92305090,404,0.0,"Tea, made from powdered instant, presweetened with low calorie sweetener"
14106,92305110,309,0.02,"Tea, made from powdered instant, decaffeinated, presweetened with low calorie sweetener"
14107,92305110,404,0.0,"Tea, made from powdered instant, decaffeinated, presweetened with low calorie sweetener"
14108,92305180,309,0.02,"Tea, made from powdered instant, decaffeinated, unsweetened"
14109,92305180,404,0.0,"Tea, made from powdered instant, decaffeinated, unsweetened"
14110,92305800,309,0.02,"Tea, made from powdered instant, decaffeinated, presweetened, NS as to sweetener"
14111,92305800,404,0.0,"Tea, made from powdered instant, decaffeinated, presweetened, NS as to sweetener"
14112,92306000,309,0.04,"Tea, herbal"
14113,92306000,404,0.01,"Tea, herbal"
14114,92306020,309,0.04,"Tea, herbal, presweetened with sugar"
14115,92306020,404,0.009,"Tea, herbal, presweetened with sugar"
14116,92306030,309,0.04,"Tea, herbal, presweetened with low calorie sweetener"
14117,92306030,404,0.01,"Tea, herbal, presweetened with low calorie sweetener"
14118,92306040,309,0.04,"Tea, herbal, presweetened, NS as to sweetener"
14119,92306040,404,0.009,"Tea, herbal, presweetened, NS as to sweetener"
14120,92306050,309,0.04,"Tea, made from caraway seeds"
14121,92306050,404,0.01,"Tea, made from caraway seeds"
14122,92306090,309,0.12,"Tea, hibiscus"
14123,92306090,404,1.279,"Tea, hibiscus"
14124,92306100,309,0.08,Corn beverage
14125,92306100,404,0.015,Corn beverage
14126,92306200,309,0.37,Bean beverage
14127,92306200,404,0.15,Bean beverage
14128,92306610,309,0.01,"Tea, Russian"
14129,92306610,404,0.0,"Tea, Russian"
14130,92306700,309,0.04,"Tea, chamomile"
14131,92306700,404,0.01,"Tea, chamomile"
14132,92307000,309,1.69,"Tea, powdered instant, unsweetened, dry"
14133,92307000,404,0.0,"Tea, powdered instant, unsweetened, dry"
14134,92307400,309,0.25,"Tea, powdered instant, sweetened, NS as to sweetener, dry"
14135,92307400,404,0.0,"Tea, powdered instant, sweetened, NS as to sweetener, dry"
14136,92400000,309,0.02,"Soft drink, NFS"
14137,92400000,404,0.0,"Soft drink, NFS"
14138,92400100,309,0.01,"Soft drink, NFS, sugar-free"
14139,92400100,404,0.005,"Soft drink, NFS, sugar-free"
14140,92410110,309,0.1,"Carbonated water, sweetened"
14141,92410110,404,0.0,"Carbonated water, sweetened"
14142,92410210,309,0.1,"Carbonated water, unsweetened"
14143,92410210,404,0.0,"Carbonated water, unsweetened"
14144,92410250,309,0.0,"Carbonated water, sweetened, with low-calorie or no-calorie sweetener"
14145,92410250,404,0.0,"Carbonated water, sweetened, with low-calorie or no-calorie sweetener"
14146,92410310,309,0.02,"Soft drink, cola-type"
14147,92410310,404,0.0,"Soft drink, cola-type"
14148,92410315,309,0.01,"Soft drink, cola type, reduced sugar"
14149,92410315,404,0.0,"Soft drink, cola type, reduced sugar"
14150,92410320,309,0.01,"Soft drink, cola-type, sugar-free"
14151,92410320,404,0.005,"Soft drink, cola-type, sugar-free"
14152,92410330,309,0.01,"Soft drink, cola-type, with higher caffeine"
14153,92410330,404,0.0,"Soft drink, cola-type, with higher caffeine"
14154,92410340,309,0.01,"Soft drink, cola-type, decaffeinated"
14155,92410340,404,0.0,"Soft drink, cola-type, decaffeinated"
14156,92410350,309,0.01,"Soft drink, cola-type, decaffeinated, sugar-free"
14157,92410350,404,0.005,"Soft drink, cola-type, decaffeinated, sugar-free"
14158,92410360,309,0.02,"Soft drink, pepper-type"
14159,92410360,404,0.0,"Soft drink, pepper-type"
14160,92410370,309,0.01,"Soft drink, pepper-type, sugar-free"
14161,92410370,404,0.005,"Soft drink, pepper-type, sugar-free"
14162,92410390,309,0.01,"Soft drink, pepper-type, decaffeinated"
14163,92410390,404,0.0,"Soft drink, pepper-type, decaffeinated"
14164,92410400,309,0.01,"Soft drink, pepper-type, decaffeinated, sugar-free"
14165,92410400,404,0.005,"Soft drink, pepper-type, decaffeinated, sugar-free"
14166,92410410,309,0.07,Cream soda
14167,92410410,404,0.0,Cream soda
14168,92410420,309,0.0,"Cream soda, sugar-free"
14169,92410420,404,0.0,"Cream soda, sugar-free"
14170,92410510,309,0.04,"Soft drink, fruit-flavored, caffeine free"
14171,92410510,404,0.0,"Soft drink, fruit-flavored, caffeine free"
14172,92410520,309,0.0,"Soft drink, fruit-flavored, sugar free, caffeine free"
14173,92410520,404,0.0,"Soft drink, fruit-flavored, sugar free, caffeine free"
14174,92410550,309,0.01,"Soft drink, fruit flavored, caffeine containing"
14175,92410550,404,0.0,"Soft drink, fruit flavored, caffeine containing"
14176,92410560,309,0.0,"Soft drink, fruit flavored, caffeine containing, sugar-free"
14177,92410560,404,0.0,"Soft drink, fruit flavored, caffeine containing, sugar-free"
14178,92410610,309,0.05,Ginger ale
14179,92410610,404,0.0,Ginger ale
14180,92410620,309,0.0,"Ginger ale, sugar-free"
14181,92410620,404,0.0,"Ginger ale, sugar-free"
14182,92410710,309,0.07,Root beer
14183,92410710,404,0.0,Root beer
14184,92410720,309,0.0,"Root beer, sugar-free"
14185,92410720,404,0.0,"Root beer, sugar-free"
14186,92410810,309,0.16,Chocolate-flavored soda
14187,92410810,404,0.0,Chocolate-flavored soda
14188,92410820,309,0.01,"Chocolate-flavored soda, sugar-free"
14189,92410820,404,0.005,"Chocolate-flavored soda, sugar-free"
14190,92411510,309,0.02,Cola with fruit or vanilla flavor
14191,92411510,404,0.0,Cola with fruit or vanilla flavor
14192,92411520,309,0.02,Cola with chocolate flavor
14193,92411520,404,0.0,Cola with chocolate flavor
14194,92411610,309,0.01,"Cola with fruit or vanilla flavor, sugar-free"
14195,92411610,404,0.005,"Cola with fruit or vanilla flavor, sugar-free"
14196,92411620,309,0.01,"Cola with chocolate flavor, sugar-free"
14197,92411620,404,0.005,"Cola with chocolate flavor, sugar-free"
14198,92416010,309,0.01,Mavi drink
14199,92416010,404,0.0,Mavi drink
14200,92417010,309,0.02,"Soft drink, ale type"
14201,92417010,404,0.016,"Soft drink, ale type"
14202,92431000,309,0.07,"Carbonated juice drink, NS as to type of juice"
14203,92431000,404,0.021,"Carbonated juice drink, NS as to type of juice"
14204,92432000,309,0.07,Carbonated citrus juice drink
14205,92432000,404,0.03,Carbonated citrus juice drink
14206,92433000,309,0.06,Carbonated noncitrus juice drink
14207,92433000,404,0.013,Carbonated noncitrus juice drink
14208,92510610,309,0.01,Fruit juice drink
14209,92510610,404,0.022,Fruit juice drink
14210,92510650,309,0.03,"Tamarind drink, Puerto Rican (Refresco de tamarindo)"
14211,92510650,404,0.098,"Tamarind drink, Puerto Rican (Refresco de tamarindo)"
14212,92510720,309,0.08,"Fruit punch, made with fruit juice and soda"
14213,92510720,404,0.029,"Fruit punch, made with fruit juice and soda"
14214,92510730,309,0.16,"Fruit punch, made with soda, fruit juice, and sherbet or ice cream"
14215,92510730,404,0.042,"Fruit punch, made with soda, fruit juice, and sherbet or ice cream"
14216,92511000,309,0.04,"Lemonade, frozen concentrate, not reconstituted"
14217,92511000,404,0.02,"Lemonade, frozen concentrate, not reconstituted"
14218,92511010,309,0.0,Fruit flavored drink (formerly lemonade)
14219,92511010,404,0.0,Fruit flavored drink (formerly lemonade)
14220,92511250,309,0.04,"Citrus fruit juice drink, containing 40-50% juice"
14221,92511250,404,0.014,"Citrus fruit juice drink, containing 40-50% juice"
14222,92512040,309,0.02,"Frozen daiquiri mix, frozen concentrate, not reconstituted"
14223,92512040,404,0.009,"Frozen daiquiri mix, frozen concentrate, not reconstituted"
14224,92512050,309,0.01,"Frozen daiquiri mix, from frozen concentrate, reconstituted"
14225,92512050,404,0.002,"Frozen daiquiri mix, from frozen concentrate, reconstituted"
14226,92512090,309,0.12,"Pina Colada, nonalcoholic"
14227,92512090,404,0.028,"Pina Colada, nonalcoholic"
14228,92512110,309,0.07,"Whiskey sour, nonalcoholic"
14229,92512110,404,0.013,"Whiskey sour, nonalcoholic"
14230,92530410,309,0.0,"Fruit flavored drink, with high vitamin C"
14231,92530410,404,0.0,"Fruit flavored drink, with high vitamin C"
14232,92530510,309,0.03,"Cranberry juice drink or cocktail, with high vitamin C"
14233,92530510,404,0.0,"Cranberry juice drink or cocktail, with high vitamin C"
14234,92530610,309,0.04,"Fruit juice drink, with high vitamin C"
14235,92530610,404,0.003,"Fruit juice drink, with high vitamin C"
14236,92530950,309,0.01,"Vegetable and fruit juice drink, with high vitamin C"
14237,92530950,404,0.003,"Vegetable and fruit juice drink, with high vitamin C"
14238,92531030,309,0.04,"Fruit juice drink, with thiamin (vitamin B1) and high vitamin C"
14239,92531030,404,0.095,"Fruit juice drink, with thiamin (vitamin B1) and high vitamin C"
14240,92541010,309,0.01,"Fruit flavored drink, made from powdered mix"
14241,92541010,404,0.0,"Fruit flavored drink, made from powdered mix"
14242,92542000,309,0.01,"Fruit flavored drink, made from powdered mix,with high vitamin C"
14243,92542000,404,0.0,"Fruit flavored drink, made from powdered mix,with high vitamin C"
14244,92550030,309,0.02,"Fruit juice drink, low calorie, with high vitamin C"
14245,92550030,404,0.003,"Fruit juice drink, low calorie, with high vitamin C"
14246,92550040,309,0.0,"Fruit juice drink, low calorie"
14247,92550040,404,0.0,"Fruit juice drink, low calorie"
14248,92550110,309,0.02,"Cranberry juice drink or cocktail, low calorie, with high vitamin C"
14249,92550110,404,0.003,"Cranberry juice drink or cocktail, low calorie, with high vitamin C"
14250,92550350,309,0.02,"Light orange juice beverage, 40-50% juice, lower sugar and calories, with artificial sweetener"
14251,92550350,404,0.018,"Light orange juice beverage, 40-50% juice, lower sugar and calories, with artificial sweetener"
14252,92550400,309,0.01,"Vegetable and fruit juice drink, low calorie, with high vitamin C"
14253,92550400,404,0.001,"Vegetable and fruit juice drink, low calorie, with high vitamin C"
14254,92550405,309,0.01,"Vegetable and fruit juice drink, low calorie, with high vitamin C plus added vitamin E and vitamin A"
14255,92550405,404,0.001,"Vegetable and fruit juice drink, low calorie, with high vitamin C plus added vitamin E and vitamin A"
14256,92550610,309,0.01,"Fruit flavored drink, low calorie, with high vitamin C"
14257,92550610,404,0.0,"Fruit flavored drink, low calorie, with high vitamin C"
14258,92550620,309,0.01,"Fruit flavored drink, low calorie"
14259,92550620,404,0.0,"Fruit flavored drink, low calorie"
14260,92552000,309,0.01,"Fruit flavored drink, made from powdered mix, low calorie, with high vitamin C"
14261,92552000,404,0.0,"Fruit flavored drink, made from powdered mix, low calorie, with high vitamin C"
14262,92552010,309,0.01,"Fruit flavored drink, made from powdered mix, low calorie"
14263,92552010,404,0.0,"Fruit flavored drink, made from powdered mix, low calorie"
14264,92552020,309,0.01,"Fruit juice drink, reduced sugar, with thiamin (vitamin B1) and high vitamin C"
14265,92552020,404,0.0,"Fruit juice drink, reduced sugar, with thiamin (vitamin B1) and high vitamin C"
14266,92552030,309,0.02,"Fruit juice drink, reduced sugar, with vitamin E"
14267,92552030,404,0.0,"Fruit juice drink, reduced sugar, with vitamin E"
14268,92560000,309,0.01,Fruit-flavored thirst quencher beverage
14269,92560000,404,0.011,Fruit-flavored thirst quencher beverage
14270,92560100,309,0.01,Gatorade Thirst Quencher sports drink
14271,92560100,404,0.011,Gatorade Thirst Quencher sports drink
14272,92560200,309,0.01,Powerade sports drink
14273,92560200,404,0.011,Powerade sports drink
14274,92565000,309,0.0,"Fruit-flavored sports drink or thirst quencher beverage, low calorie"
14275,92565000,404,0.006,"Fruit-flavored sports drink or thirst quencher beverage, low calorie"
14276,92565100,309,0.0,"Gatorade G2 thirst quencher sports drink, low calorie"
14277,92565100,404,0.0,"Gatorade G2 thirst quencher sports drink, low calorie"
14278,92565200,309,0.01,"Powerade Zero sports drink, low calorie"
14279,92565200,404,0.011,"Powerade Zero sports drink, low calorie"
14280,92570100,309,0.02,"Fluid replacement, electrolyte solution"
14281,92570100,404,0.0,"Fluid replacement, electrolyte solution"
14282,92570500,309,0.0,"Fluid replacement, 5% glucose in water"
14283,92570500,404,0.0,"Fluid replacement, 5% glucose in water"
14284,92582100,309,0.03,"Fruit juice drink, with high vitamin C, plus added calcium"
14285,92582100,404,0.025,"Fruit juice drink, with high vitamin C, plus added calcium"
14286,92582110,309,0.05,"Fruit juice drink, with thiamin (vitamin B1) and high vitamin C plus calcium"
14287,92582110,404,0.12,"Fruit juice drink, with thiamin (vitamin B1) and high vitamin C plus calcium"
14288,92582120,309,0.04,"Fruit flavored drink, reduced sugar, with high vitamin C, plus added calcium"
14289,92582120,404,0.0,"Fruit flavored drink, reduced sugar, with high vitamin C, plus added calcium"
14290,92610010,309,0.5,"Horchata beverage, made with almonds or other nuts and seeds"
14291,92610010,404,0.043,"Horchata beverage, made with almonds or other nuts and seeds"
14292,92610110,309,0.19,"Coconut beverage, Puerto Rican"
14293,92610110,404,0.032,"Coconut beverage, Puerto Rican"
14294,92611010,309,0.08,"Oatmeal beverage, Puerto Rican"
14295,92611010,404,0.009,"Oatmeal beverage, Puerto Rican"
14296,92611100,309,0.25,Oatmeal beverage with milk (Atole de avena)
14297,92611100,404,0.028,Oatmeal beverage with milk (Atole de avena)
14298,92611510,309,0.06,"Horchata beverage, made with rice"
14299,92611510,404,0.024,"Horchata beverage, made with rice"
14300,92611600,309,0.2,"Horchata beverage, NFS"
14301,92611600,404,0.004,"Horchata beverage, NFS"
14302,92612010,309,0.02,"Sugar cane beverage, Puerto Rican"
14303,92612010,404,0.003,"Sugar cane beverage, Puerto Rican"
14304,92613010,309,0.22,Atole (corn meal beverage)
14305,92613010,404,0.042,Atole (corn meal beverage)
14306,92613510,309,0.3,"Corn beverage with chocolate and milk (Champurrado, Atole de Chocolate)"
14307,92613510,404,0.045,"Corn beverage with chocolate and milk (Champurrado, Atole de Chocolate)"
14308,92650000,309,0.0,Red Bull Energy Drink
14309,92650000,404,0.025,Red Bull Energy Drink
14310,92650005,309,0.0,"Red Bull Energy Drink, sugar-free"
14311,92650005,404,0.025,"Red Bull Energy Drink, sugar-free"
14312,92650100,309,0.0,Full Throttle Energy Drink
14313,92650100,404,0.025,Full Throttle Energy Drink
14314,92650200,309,0.0,Monster Energy Drink
14315,92650200,404,0.0,Monster Energy Drink
14316,92650205,309,0.0,Mountain Dew AMP Energy Drink
14317,92650205,404,0.025,Mountain Dew AMP Energy Drink
14318,92650210,309,0.0,"Mountain Dew AMP Energy Drink, sugar-free"
14319,92650210,404,0.0,"Mountain Dew AMP Energy Drink, sugar-free"
14320,92650700,309,0.0,Rockstar Energy Drink
14321,92650700,404,0.025,Rockstar Energy Drink
14322,92650705,309,0.0,"Rockstar Energy Drink, sugar-free"
14323,92650705,404,0.025,"Rockstar Energy Drink, sugar-free"
14324,92650800,309,0.0,Vault Energy Drink
14325,92650800,404,0.025,Vault Energy Drink
14326,92650805,309,0.0,Vault Zero Energy drink
14327,92650805,404,0.025,Vault Zero Energy drink
14328,92651000,309,0.0,Energy drink
14329,92651000,404,0.025,Energy drink
14330,92801000,309,0.08,"Wine, nonalcoholic"
14331,92801000,404,0.0,"Wine, nonalcoholic"
14332,92802000,309,0.08,"Wine, light, nonalcoholic"
14333,92802000,404,0.0,"Wine, light, nonalcoholic"
14334,92803000,309,0.02,Nonalcoholic malt beverage
14335,92803000,404,0.016,Nonalcoholic malt beverage
14336,92804000,309,0.06,Shirley Temple
14337,92804000,404,0.009,Shirley Temple
14338,92900100,309,0.01,"Tang, dry concentrate"
14339,92900100,404,0.001,"Tang, dry concentrate"
14340,92900110,309,0.03,"Fruit-flavored beverage, dry concentrate, with sugar, not reconstituted"
14341,92900110,404,0.002,"Fruit-flavored beverage, dry concentrate, with sugar, not reconstituted"
14342,92900200,309,0.0,"Fruit-flavored beverage, dry concentrate, low calorie, not reconstituted"
14343,92900200,404,0.0,"Fruit-flavored beverage, dry concentrate, low calorie, not reconstituted"
14344,92900300,309,0.03,"Fruit-flavored thirst quencher beverage, dry concentrate, not reconstituted"
14345,92900300,404,0.002,"Fruit-flavored thirst quencher beverage, dry concentrate, not reconstituted"
14346,93101000,309,0.01,Beer
14347,93101000,404,0.005,Beer
14348,93102000,309,0.01,"Beer, lite"
14349,93102000,404,0.005,"Beer, lite"
14350,93201000,309,0.04,Cordial or liqueur
14351,93201000,404,0.002,Cordial or liqueur
14352,93301000,309,0.05,"Cocktail, NFS"
14353,93301000,404,0.024,"Cocktail, NFS"
14354,93301010,309,0.14,Alexander
14355,93301010,404,0.011,Alexander
14356,93301020,309,0.09,Bacardi cocktail
14357,93301020,404,0.018,Bacardi cocktail
14358,93301030,309,0.11,Bloody Mary
14359,93301030,404,0.035,Bloody Mary
14360,93301031,309,0.09,Canadian Club and soda
14361,93301031,404,0.001,Canadian Club and soda
14362,93301032,309,0.03,Cape Cod
14363,93301032,404,0.002,Cape Cod
14364,93301040,309,0.04,Daiquiri
14365,93301040,404,0.013,Daiquiri
14366,93301050,309,0.04,Gimlet
14367,93301050,404,0.012,Gimlet
14368,93301060,309,0.09,Gin and Tonic
14369,93301060,404,0.003,Gin and Tonic
14370,93301070,309,0.26,Grasshopper
14371,93301070,404,0.017,Grasshopper
14372,93301080,309,0.08,High ball
14373,93301080,404,0.002,High ball
